Checking ,2,1071,VISA DEBIT                             ,74470044 CULVER'S OF OMAHA   OMAHA        NE       ,D,Restaurants,8/11/2014,8.38,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 CULVER'S OF OMAHA   OMAHA        NE       ,D,Restaurants,7/28/2014,15.77,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 CUMC DINING CENTER  OMAHA        NE       ,D,Restaurants/Bars,8/11/2014,6.05,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 DAIRY QUEEN #14117  BELLEVUE     NE       ,D,Restaurants,6/23/2014,4.47,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 DAIRY QUEEN #40675  OMAHA        NE       ,D,Restaurants,8/4/2014,6.01,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 DJ'S DUGOUT         OMAHA        NE       ,D,Restaurants/Bars,8/4/2014,35,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 DON & MILLIES       OMAHA        NE       ,D,Restaurants/Bars,8/25/2014,19.63,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 EMBASSY SUITES OMAHALA VISTA     NE       ,D,Hotel,8/26/2014,134.06,7011,"Lodging ﾖ Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging ﾖ Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging ﾖ Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)"
Checking ,2,1071,VISA DEBIT                             ,74470044 FANTASYS SOUTHPORT  LA VISTA     NE       ,D,Auto/Gas,8/25/2014,5.67,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,2,1071,VISA DEBIT                             ,74470044 FAREWAY STORES #047 OMAHA        NE       ,D,Grocery,8/11/2014,6,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,2,1071,VISA DEBIT                             ,74470044 FIVE GUYS--NE # 04  OMAHA        NE       ,D,Restaurants,7/28/2014,15.87,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 GODFATHERS PIZZA    ELKHORN      NE       ,D,Restaurants,6/26/2014,26.26,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 GODFATHERS PIZZA 244010044175 WELCH  NE       ,D,Restaurants,8/1/2014,12.55,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 GOLDBERGS II        OMAHA        NE       ,D,Restaurants/Bars,8/26/2014,26.15,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 GRETNA SMALL ENGINE GRETNA       NE       ,D,Auto/Travel,6/17/2014,19.2,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,2,1071,VISA DEBIT                             ,74470044 HARDEE'S 15000044441    OMAHA        NE       ,D,Restaurants,9/2/2014,7.9,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 HARDEE'S 15000044441    OMAHA        NE       ,D,Restaurants,6/20/2014,8.2,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,2,1071,VISA DEBIT                             ,74470044 HY VEE 1400442         OMAHA        NE       ,D,Grocery,7/22/2014,2.69,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,2,1071,VISA DEBIT                             ,74470044 HY VEE 1400442         OMAHA        NE       ,D,Grocery,9/2/2014,8,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,2,1071,VISA DEBIT                             ,74470044 HY VEE 1400442         OMAHA        NE       ,D,Grocery,8/18/2014,105.91,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
